Name,Location,Brand,Gender,      Age,Reviews
Ally Cartwright,India,Microsoft,Female,20,Punching/Opening Gaps are Inconsistent
Owen Edwards,Nigeria,Dell,Female,21,Pathetic product pls don’t buy
Eden Brown,Indonesia,Sony,Male,21,"just ok, poor quality rubber"
Julius James,United States,Microsoft,Male,30,Performs good!
Darlene Warden,Brazil,HP,Female,23,Very cheap quality. Not worth .
Benjamin Ellison,Germany,Microsoft,Male,18,Average
Logan Edwards,Poland,Sony,Female,21,Not value for money & not useful though
Rosalyn Quinn,Ireland,HP,Female,18,Thanks Amazon
Alessandra Farrant,Chile,Dell,Male,26,Replaced
Payton Leslie,Germany,LG,Male,29,Poor Battery back up
Boris Reyes,Belgium,HP,Male,24,Poor Sound while talking on mobile
Ryan Camden,Nigeria,Sony,Female,20,It was  good but  not 100%
Stephanie Addison,Costa Rica,Amazon,Male,24,Bad quality
Zara Anderson,Indonesia,Microsoft,Female,23,worthless
Denny Lewis,Ireland,Sony,Female,29,"Worst product, not worth the money"
Phoebe Quinnell,Ukraine,Microsoft,Female,20,Don't purchase it's not cover full screen for iphone 7
John Drummond,Ireland,Microsoft,Female,22,matte film received folded in one corner
Britney Jarvis,Indonesia,Apple,Male,23,Cheap product
Amy Fenton,Philippines,Microsoft,Female,19,Magnet and price
Rocco Franks,South Korea,Dell,Male,30,Waste of money and waste of time
Fiona Lloyd,Ukraine,Apple,Female,25,cheap quality plastic.
Abbey Morgan,Australia,Samsung,Male,25,If accuracy is your main priority for buying smartwatch then it is not a good option.
Liam Maxwell,South Africa,Microsoft,Female,30,All Modes are not working accurately
Gil Tanner,Poland,Apple,Female,29,"Decent looking, fair quality, but lagging smartwatch"
Chester Robinson,Italy,Dell,Male,23,Thank u zebronics
Javier Drummond,United Kingdom,Sony,Male,21,Not up to the mark
Denny Gibbons,Australia,Samsung,Female,27,No comments
Stacy Davies,Philippines,Microsoft,Female,22,Very very minimalistic.
Nick Irving,Pakistan,Microsoft,Female,27,Waste of money
Erick Gallacher,Spain,Dell,Male,20,"Not satisfied, and not valued for money"
Belinda Emmett,Nigeria,Sony,Female,25,Display Stopped working after 12 days
Blake Taylor,China,Apple,Male,30,Plz suggest
Diane Logan,France,HP,Male,23,Product Out of Order with in Month
Denny Butler,Norway,LG,Female,29,Worst product!
Carina Goldsmith,New Zealand,Sony,Female,29,Worst quality
Adela Horton,New Zealand,Microsoft,Male,28,Size is not adjustable
Camellia Hancock,Ireland,HP,Female,29,Mic not working
Benny John,Nigeria,Dell,Male,20,DON'T BUY AT ALL
Makenzie Widdows,South Korea,Sony,Female,29,Bad product
Kassandra Rose,Costa Rica,LG,Female,25,Fragile
Ellen Hewitt,Costa Rica,Microsoft,Male,18,The mike stopped working in a week
Rufus Nayler,China,Sony,Female,22,Very low earpiece volume
Erick Hopkins,Sweden,Microsoft,Male,27,Screeching sound
Danny Hunter,Norway,Microsoft,Female,24,Ok Earphones
Ron Owen,Belgium,Samsung,Female,28,Worst Product I ever shopped.
Josh Stanton,Costa Rica,LG,Male,25,Noise
Owen Lowe,India,Microsoft,Female,27,Poor build quality
Julian Henderson,New Zealand,Samsung,Male,19,I would give it a thump down
Clarissa Brennan,Austria,Dell,Male,18,Okay-ish
Tiffany Simpson,South Africa,Microsoft,Male,28,Not for bass/thump/beats/drum lovers
Mandy Upton,Canada,Microsoft,Female,19,"Stay away from this product, you might need to cleanse your ears."
Matt Lindop,Sweden,Microsoft,Female,26,Overpriced & Not worth
Tania Gilbert,Mexico,Amazon,Female,23,Over-rated phone
Denny Griffiths,Costa Rica,Amazon,Male,18,Fake product delivered!!
Harmony Stone,Singapore,Apple,Male,25,All good but has 2 flaws👇
Renee Warren,Norway,HP,Female,28,Not durable - Go for some other cheaper case
Camden Swift,Norway,Microsoft,Male,22,Worst then expected don't bye
Harmony Doherty,Mexico,Dell,Female,21,Fitting Issue
Julius Vangness,Germany,LG,Male,20,"Within 2 weeks of gentle use, full of scratch marks"
Jenna Sylvester,Sweden,Sony,Female,18,"Good but recieved a used/returned product, Scratch-Prone back"
Jack Hall,Peru,Samsung,Female,24,Good but problem with proximity sensor
Nick Roth,Brazil,Amazon,Female,27,NO CLEANING EQUIPMENT PROVIDED
Chad Lewin,Turkey,Dell,Male,18,Doesn't still well
Manuel Knight,Colombia,Microsoft,Male,30,Would not go for this product
Madelyn Clarke,Australia,Apple,Female,26,air bubbles.
Alan Gaynor,India,Amazon,Male,29,Damaged tempered glass to be exchanged
Crystal Ainsworth,Ireland,Amazon,Female,28,Bad
Ronald Overson,Turkey,LG,Male,24,Ok
Sara Ogilvy,South Korea,Microsoft,Male,18,Couldn't install
Anthony Hill,Austria,HP,Female,26,Guard for mobile
Matthew Adler,South Africa,Amazon,Male,18,Average
Aleksandra Daniells,Spain,Apple,Male,19,Average performance
Lucas Baxter,Spain,Dell,Female,18,Not Good... Could have been better
Phoebe Carter,China,HP,Female,28,Issue with the battery🔋
Denis Keys,Colombia,LG,Male,26,Not up to the mark
Anthony Groves,Ukraine,Sony,Female,28,Really bad mic quality and sensitivity.
Rocco Bradshaw,South Korea,Microsoft,Female,23,"After 10 days of Usage, Microphone wont work. No Return Option available on Amazon"
Doris Walsh,Pakistan,Microsoft,Female,22,Read before you plan to buy this product !
Tiffany Poole,Turkey,Dell,Female,29,A China product
Martin Baldwin,Chile,Samsung,Male,23,Disappointing !!!
Lana Woodcock,Nigeria,Dell,Female,56,Below par performance. Product should have been tested better.
Aiden Wright,Philippines,Amazon,Female,60,Wrong size!
Kirsten Russell,United States,Dell,Female,54,Good product but broken
Makena Ingram,Germany,Amazon,Male,60,Giving rainbow effect heavily due to less width
Madison Veale,Germany,LG,Female,52,Horrible.....Horrible turn of events
Carl Lynch,China,Microsoft,Female,60,Dissatisfied
Julius Bell,Indonesia,HP,Male,57,Yack
George Vass,Austria,Amazon,Male,60,Product not as described
Karla Speed,Austria,Sony,Female,59,Poor quality
Savannah Rycroft,Nigeria,Microsoft,Female,54,Doesn’t fit great.
Clint Potter,Nigeria,Amazon,Female,60,waste to buy..
Ada Beal,Italy,Dell,Male,59,"Defective product, not expected from Amazon"
Celia Keys,Spain,HP,Male,54,Earbuds reasonable@799
Juliet Webster,Spain,Sony,Female,55,Bad product
Barry Woodley,United States,LG,Male,58,Connectivity problem
Charlotte Bright,Turkey,Sony,Male,55,Not too good
Sasha Giles,Pakistan,Amazon,Female,58,Poor product
Isla Miller,Russian Federation,Microsoft,Male,56,sound quality
Angel Doherty,Sweden,Sony,Female,52,Dont but
Chad Nobbs,Brazil,LG,Female,53,Prity good
Chanelle Evans,Philippines,HP,Male,54,A
Cedrick Warren,France,HP,Male,59,Super fitting 2
Mary Redden,Vietnam,LG,Male,55,JUST STAY AWAY !!!!!
Clint Johnson,Austria,Microsoft,Female,52,A deliberate bad design by Sony. Stay away.
Felicity Waterhouse,Singapore,Microsoft,Female,55,No returns accepted
Winnie Isaac,United Kingdom,Amazon,Male,57,"Sony is a 'Great Brand' - BUT, this was not such a great product."
Brad Torres,India,Microsoft,Male,59,Don't buy just because its SONY!
Lucas Walton,Brazil,Sony,Male,52,Excellent quality | Do not Buy
Rihanna Abbot,Pakistan,HP,Male,51,"Uncomfortable, zero noise reduction, cheap build"
Henry Weston,Philippines,Sony,Male,50,Waste of money
Jayden Stuart,Netherlands,Sony,Male,55,Good product while you are exercising / running
Carina Truscott,Italy,Microsoft,Female,58,Budget cases are far better value for money by my experience
Violet Richardson,New Zealand,LG,Male,60,Good product but at horrible price
Benny Ebbs,Russian Federation,Dell,Female,60,Review with pros and cons
Piper Bowen,South Korea,Apple,Male,57,Come on!Can't be sending a used one!
Nick Lambert,Russian Federation,Amazon,Male,52,I am seeing issues with using the fingerprint sensor.
Parker Roth,Turkey,Sony,Female,60,TOUGH AND STURDY BUT.....
Chloe Driscoll,Italy,LG,Female,53,price / cost
Nathan Smith,Indonesia,Dell,Female,52,very good quality but price highly unreasonable
Karla Powell,Ukraine,Apple,Male,58,Not Worth
Alan West,Spain,HP,Female,57,Not recommended
Dakota Snow,Spain,Amazon,Female,51,Quality is substandard. Works but thats it
Rick Fall,Italy,HP,Male,57,Battery draining to zero within one hour of music playback
Molly Hunt,Nigeria,Dell,Female,51,Good product - disappointing durability
Rebecca Weldon,Austria,Microsoft,Male,56,"willing to buy this , First read this"
Tony Owen,Belgium,Microsoft,Female,55,Can be used as a backup
Logan Wallace,United Kingdom,Apple,Female,56,Not durable
Danny Wise,United Kingdom,LG,Female,54,Had to return. Faulty piece of hardware. Buy with caution.
Adeline Paterson,India,Apple,Female,26,Do NOT buy.
Daron Hunt,China,Microsoft,Female,18,Poor quality product
Denny Nelson,Ukraine,Sony,Female,19,Not satisfactory
Leanne Hamilton,Norway,Amazon,Male,18,The pin is hard when connected to the iPhone port which might damage the iPhone port in longterm use
Daria Ralph,Singapore,LG,Female,28,Do Not Buy
Adeline Thatcher,Italy,LG,Female,26,"It’s not charging at all, keeps fluctuating at 19% & 20%"
Jack Hilton,Canada,Sony,Female,28,"DO NOT BUY THIS ONE PLEASE, DO NOT"
Vera Antcliff,Canada,Sony,Female,23,Buy original
Barney Torres,Austria,Amazon,Female,22,Defective piece delivered
Ema Matthews,Austria,LG,Female,29,Stopped working after a week
Miley Williams,Russian Federation,Dell,Male,23,Poor quality
Valentina Norman,Chile,Apple,Male,56,The quality and price
Nick Thorpe,Poland,HP,Female,60,Not good for iphone
Harvey Pickard,Poland,HP,Male,54,Honest review
Lillian Gonzales,Italy,Samsung,Male,60,"Don't go for the earbuds, wastage of money"
Michaela Lane,Brazil,LG,Female,52,Left earbud did not work
Destiny Vaughn,Netherlands,Samsung,Female,60,Left earbud did not work even after several resets
Parker Marshall,Turkey,Samsung,Male,57,Painful in ear
Ryan Quinnell,Chile,HP,Female,60,Heating issue
Kurt Craig,Russian Federation,Microsoft,Female,59,Average Product
Ally Allen,Costa Rica,LG,Female,54,Do Not Buy!!!
Mason Becker,Belgium,Dell,Male,60,simply time and money waste
Gwenyth Driscoll,United Kingdom,LG,Female,59,Disappointed with the performance considering the price.
Anthony Gregory,Pakistan,Amazon,Male,54,Extra money taken than what was shown
Isabella Scott,United Kingdom,LG,Female,55,FAKE PRODUCT
Stephanie Drake,South Korea,Sony,Male,58,"wrong product, completely different from the given pictures"
David Snow,United States,Amazon,Male,55,It is not good fit for your phone
Rosalyn Morrow,United Kingdom,LG,Female,58,Awesome product but not scratch proof.
Tyler Wise,Mexico,Sony,Female,56,Not worth it.
Paula Whitehouse,Costa Rica,HP,Female,52,Nice
Sloane Appleton,Peru,Amazon,Male,53,Fake product ..
Mavis Osman,Indonesia,LG,Male,54,No front speaker cutout
Harry Bowen,Costa Rica,Dell,Female,59,Cheat
Rosie Vallory,Mexico,Sony,Male,55,Quality
Sabina James,Chile,Amazon,Female,52,Below average
Freya Hill,South Korea,Samsung,Female,55,Waste of money
Tyler Casey,United Kingdom,Amazon,Male,57,Worst product ever bought
Owen Stevens,Pakistan,LG,Female,59,Updated review after 2 months and 20 days.
Angel Fenton,New Zealand,Microsoft,Male,52,Worst product and pathetic customer service
Lynn Cowan,Mexico,Amazon,Male,51,Not worth.
Michael Talbot,Ukraine,Microsoft,Female,50,Uncomfortable and Pain in ears
Sienna Newman,Colombia,Sony,Female,55,Defective product
Jack Gilmour,Italy,Amazon,Male,58,Sound lag is one of the biggest issue.
Ada Poulton,Chile,Amazon,Female,60,READ THIS BEFORE YOU BUY!
Barry Eaton,Ireland,Amazon,Female,60,Not Bad. Needs Improvement.
Julius Lewis,Singapore,Amazon,Male,57,Overall Experience: 2.5/5 Never but it again & not recommended it.
Abdul Bayliss,India,Amazon,Female,52,Wrong size!
Oliver Veale,Chile,Apple,Female,60,One piece broken
Barry Edley,Sweden,HP,Male,53,Less Durability
Kendra Coleman,Australia,Microsoft,Male,52,Not worthy
Stacy Andrews,Italy,LG,Male,58,Not as much expected
Felicity Gates,Colombia,HP,Female,57,Doesn’t cover complete screen
Kieth Radley,Mexico,HP,Female,51,Not right size
Kaylee Santos,United Kingdom,Sony,Female,57,Hopeless
Enoch Clifton,Vietnam,Microsoft,Female,51,Not suit fit Xr
Harry Hobbs,Austria,Microsoft,Female,56,I got two screen guards one was cracked and other didn’t have adhesive be careful before you buy
Alessia Vallins,Norway,Sony,Male,55,"Easily cracked, not of Spigen quality"
Benny Brennan,France,Dell,Male,56,Received a used product
Macy Walker,Italy,Amazon,Female,54,"Product is good, need a careful installation though"
Matt Shaw,Sweden,Amazon,Female,51,Received a defective product
Leanne Hope,Ireland,HP,Female,58,One is Already Used
Samantha Gates,Netherlands,Samsung,Male,58,too pricy for the quality
Bristol Shepherd,South Africa,Microsoft,Male,55,Worst Product ever
Elena Cork,Ukraine,HP,Male,57,Wastage of money
Fred Ventura,Italy,LG,Female,52,Worst quality
Bernadette Ingram,United Kingdom,Amazon,Male,58,Product is excellent but packaging was worst
Gina James,Ireland,Microsoft,Male,52,Poor in buid quality
Skylar Paterson,Philippines,Apple,Female,60,Battery backup
Ilona Thompson,Sweden,HP,Female,56,very poor
Wade Newman,Philippines,Microsoft,Female,54,That's ok but i received damaged item
Manuel Saunders,New Zealand,HP,Female,50,Good
Tom Dowson,China,HP,Female,56,Not working
Mark Lindsay,Costa Rica,HP,Female,59,Bad
Ronald Warner,Brazil,Dell,Female,58,Worst battery life
Mason Hunt,Mexico,Dell,Male,56,Bad sound quality.
Davina Cavanagh,India,Amazon,Male,59,Worst buy
Sofie Forth,Sweden,Dell,Female,55,Economy cover
Russel Miller,Russian Federation,Sony,Male,58,Not Good!
Kurt Welsch,New Zealand,Amazon,Female,58,Okay quality. Packaging damaged
Daniel Glass,China,Dell,Female,58,Product is ok
Emery Simpson,Australia,Sony,Male,60,Not set for mi note7
Nathan Coates,Belgium,Sony,Male,56,Ok
Ryan Whitmore,Costa Rica,Microsoft,Male,54,Ok quality but not satisfying.
Javier Baxter,Australia,Dell,Female,51,3rd class
Molly Cox,Costa Rica,Dell,Male,52,Not perfect
Chester Burge,Belgium,Sony,Female,56,Good
Samara Shields,Norway,LG,Female,57,Okay
Monica Glynn,Singapore,Microsoft,Female,57,Dissappointed!!
Kieth Hill,Turkey,HP,Female,51,Good for at that Price (350)
Priscilla Burge,New Zealand,LG,Male,50,disappointed
Anthony Ashley,Brazil,Dell,Female,58,DONT BUY BOULT PRODUCTS
Chadwick Rose,Colombia,Sony,Male,60,Most worthless earphone ever bought
Florence Coates,Belgium,Microsoft,Female,58,Not made for listening music
Teagan Penn,United Kingdom,Apple,Male,53,🛑⚠️STOP Don't consider this.
Noah Exton,Mexico,Microsoft,Female,57,05-Mar
Bryon Lindsay,Australia,HP,Female,50,Bass overdose
Beatrice Lee,Sweden,LG,Male,50,Made in China Products
Sloane Ross,Indonesia,Dell,Male,59,Mimatch
Chad London,Singapore,LG,Female,60,Can't use these headphones for more than an hour
Bridget Villiger,Brazil,Sony,Female,57,Worst product
Carmella Higgs,Italy,Dell,Female,53,Basic Bluetooth functionality missing. Wrong selling point of 72 hours battery life.
Carla Jennson,Brazil,Amazon,Male,50,below average sound quality and bass level is too low
Bryce Hastings,Chile,Amazon,Female,52,Highly disappointed with product
Norah Gallacher,Poland,Amazon,Male,52,Disappointed —- Infinity (JBL)
Johnny Swift,Philippines,HP,Male,59,Cheap plastic headphones
Mike Rycroft,Ukraine,HP,Female,59,"SOUND QUALITY IS GOOD, BUT THE HEADPHONES ARE TIGHT AND MAY GIVE YOU PAIN ON LONG USAGE."
Jessica Aldridge,Mexico,HP,Female,50,Not neccesaary to buy. can get other stuff
Bridget Everett,India,HP,Male,53,Sounds like 100rs earphones.
Thea Atkinson,New Zealand,HP,Female,56,"Within a year, it started trouble"
Oliver Ward,Austria,Amazon,Male,58,Need replacement!!!! Please
Evie Moss,Costa Rica,Amazon,Female,50,Not Recommended - Worst Product of Sony that I have bought
Marilyn Dobson,Australia,Samsung,Female,56,"""Causes Pain in Ears"""
Nick Little,Germany,Amazon,Male,60,Not good
Leslie Simpson,Germany,Dell,Female,54,Design could be better
Kaylee Miller,India,LG,Male,60,Not good for big ears
Liliana Williams,Chile,Dell,Female,52,Not as expected
Leilani Atkinson,South Africa,HP,Female,60,"Underpowered Performance, Lacks Loudness & No Cushion type earpieces"
Enoch Sheldon,Philippines,Dell,Male,57,Not up to mark for Bluetooth connection and expected features
Caleb Malone,Poland,HP,Female,60,Don't buy. ....backwass quality..... NO RETURN POLICY....
Aeris Trent,United Kingdom,Microsoft,Male,59,Good Noise cancellation but poor Bluetooth connection
Gwen Shaw,India,LG,Male,54,"Worst product, don't by"
Julius Redfern,Italy,Sony,Male,60,Crappy Sound...Sounds as good as 100 Rs. Earphones
Chuck Morris,India,Samsung,Female,59,Don't Worth at all !
Joy Quinn,Russian Federation,Amazon,Female,54,Average
Chadwick Gray,Pakistan,Sony,Female,55,Horrible DON'T buy
Carmen Fisher,Brazil,HP,Male,58,Just another made in china failure
Ivy Gray,Russian Federation,LG,Male,55,very slow charging speed .
Jayden Leigh,India,Sony,Female,58,Doesn’t last
Ronald Collingwood,Germany,Dell,Male,56,Worst product
Javier Lee,Russian Federation,HP,Female,52,Doesnt work
Lillian Thornton,Brazil,Amazon,Male,53,Not good
Valerie Vernon,Vietnam,Amazon,Female,54,Not at all good
Carter Cavanagh,Indonesia,LG,Female,59,Not worth buying
Daria Chapman,Norway,LG,Female,55,Can only be used for charging
Samantha Hopkins,Pakistan,Microsoft,Male,52,Slow charging
Bob Drew,Mexico,Sony,Male,55,Not reliable and durable
Cameron Patel,Poland,Apple,Female,57,CHARGING CASE NOT WORKING WITH IN 6 DAYS
Margot Ellwood,Ukraine,Samsung,Male,59,Right Bud is not Waring
Michaela Sheldon,Germany,HP,Female,52,Please don't cheat your beloved customers.
Alexander Flynn,Indonesia,Samsung,Male,51,Bad experience with renewed Realme Buds Q
Brad Clarke,South Africa,Microsoft,Male,50,Worst...
Harvey Gilmour,Turkey,Microsoft,Female,55,Every Costomer is very important.
Scarlett Yard,Indonesia,LG,Male,58,Faulty defective piece
Raquel James,Turkey,Apple,Male,60,Overall Not Satisfied.
Benjamin Tate,New Zealand,Sony,Female,60,case not charging
Hayden Purvis,United States,Microsoft,Female,57,Received used product with accessories  missing..want to replaced with new one
Emma Stuart,Philippines,Sony,Male,52,Not recommended
Harvey Rosenbloom,Poland,Microsoft,Female,60,Size of case  not fitting for nord
Martha Quinn,India,HP,Female,53,Makes the NORD too heavy!
John Middleton,Brazil,HP,Female,52,No cost effective
Julian Kirby,India,Samsung,Female,58,Over priced
Dasha Grady,Sweden,HP,Male,57,Only looks good not durable
Mark Umney,Spain,HP,Female,51,Fair Performance
Nathan Parker,Spain,HP,Female,57,Worst service
Manuel Egerton,United States,Dell,Female,51,Not good
Javier John,France,Apple,Male,56,Not v
Scarlett Chester,United Kingdom,Apple,Female,55,Left and Right Speaker out is Switched
Caydence Daniells,United States,Dell,Female,56,not commanded to anyone
Alan Bradshaw,Ukraine,Samsung,Male,54,Lagging problem.
Roger Flett,Singapore,Dell,Male,51,Okay
William Morrow,Ireland,Microsoft,Female,58,Good for the price
Rosa Rodgers,United Kingdom,Apple,Female,58,Horrible product and service
Ryan Summers,Norway,HP,Female,55,Poorly Designed ANTI-WORKOUT headphones
Celia Saunders,Colombia,Samsung,Male,57,A moderate product for good experience
Caleb Khan,Philippines,Microsoft,Male,52,Bad for laptop connectivity and call pirpose
Henry Ward,Netherlands,Apple,Female,58,not long lasting
Adina Pratt,Pakistan,Microsoft,Male,52,Worst quality! Waste of money!
Noah Maxwell,Costa Rica,Sony,Male,60,Doesn’t work at all.
Clint Hamilton,Brazil,HP,Female,56,Suitable only for headphones
Maggie Cavanagh,Norway,HP,Male,54,Do Not Buy This Product
Rae Eagle,Indonesia,Amazon,Female,50,Worst technology
Mason Vince,Mexico,Amazon,Female,56,Doesn't work with iPad
Luke Chadwick,Belgium,Microsoft,Male,59,DOES NOT support samsung M40
Rufus Evans,Vietnam,Dell,Male,58,Heats up
Logan Collins,Chile,HP,Male,56,Lil costly but useful
Owen Johnson,Costa Rica,Sony,Female,59,U can buy for short term use
Jenna Morris,Russian Federation,LG,Female,55,nice voice
Maya Yang,Peru,Amazon,Male,58,Support is very bad
Tom Allen,Turkey,Sony,Male,58,I will not recommended to anyone
Erica Phillips,Pakistan,Dell,Male,58,Back cover Finishing not proper
Tony Rossi,Nigeria,HP,Male,60,OK BUT NOT GOOD
Vicky Turner,Brazil,Amazon,Male,56,Bad.. Avoid
Henry Radcliffe,Poland,Dell,Male,54,Poor quality
Stephanie Wilde,Ireland,HP,Female,51,good one
Leslie Herbert,South Korea,Sony,Male,52,Not accepted
Karen Anderson,South Africa,Dell,Female,56,Not worth for money
Cedrick Wild,New Zealand,HP,Male,57,Ok
Erick Crawley,South Korea,Amazon,Male,57,Colour changed to yellow
Robyn Mccall,Mexico,Microsoft,Female,51,Screen not protected
Blake Clifton,Poland,Sony,Female,50,Decent buy
Marvin Vincent,Vietnam,Amazon,Female,58,Good product but need little improvement in terms of giving more comfort to customers
Felicity Shepherd,Norway,Sony,Male,60,Terrie service...stopped working within 15 days..think before u buy
Jessica Knight,Belgium,Microsoft,Female,58,Good for daily use. Misleading product description.
Tyler Purvis,Austria,Sony,Female,53,Not worth it - utter waste of money
Gwen Brock,Australia,Dell,Male,57,Connectivity Problem.
Diane Griffiths,Nigeria,Microsoft,Female,50,Good earphone is boAt Bassheads 100 is not in stock
Sebastian Nurton,Brazil,Dell,Male,50,Average.. loud bass..
Allison Hunter,Belgium,Samsung,Female,59,"Disappointed, pls read full review.."
Leilani Henderson,Nigeria,Apple,Female,60,"Dont buy,......"
Ramon Thatcher,Italy,Apple,Female,57,Pain in the ear
Rose Gaynor,United States,HP,Female,53,Delicate earphones...
Kieth Fleming,Colombia,LG,Female,50,Very cheap sound quality.
Alan Brett,Indonesia,LG,Female,52,Ear hurts after using 10min
Mandy Griffiths,Turkey,Amazon,Male,52,not good as previous one
Mike Thomson,Turkey,Dell,Female,59,It's sony Earphone but sounds like local earphone
Adina Kelly,Netherlands,Amazon,Female,59,"""Design"" is Good, ""sound quality"" is pretty bad"
Maxwell Knight,France,Apple,Female,50,one of the worst products I brought
Hazel Jones,Vietnam,HP,Female,53,Its not so reliable
Molly Groves,Norway,Microsoft,Female,56,Ok ok so far
Lexi Whitmore,France,Samsung,Female,58,Average performance
Goldie Attwood,United States,Dell,Male,50,Not Good... Could have been better
Gabriel Wills,Belgium,Amazon,Male,22,Issue with the battery🔋
Rachael Butler,Vietnam,Amazon,Female,22,Not up to the mark
Boris Quinn,Ireland,Amazon,Male,19,Really bad mic quality and sensitivity.
Carrie Mccormick,Germany,Dell,Male,28,"After 10 days of Usage, Microphone wont work. No Return Option available on Amazon"
Laila Stevens,Ireland,Amazon,Female,21,Read before you plan to buy this product !
Abbey Wills,United Kingdom,LG,Female,19,A China product
Henry Neville,Peru,LG,Male,22,Disappointing !!!
Violet Nicholls,India,Amazon,Female,26,Below par performance. Product should have been tested better.
Juliette Evans,Vietnam,Microsoft,Female,18,"No refund policy, complete rip-off"
Peter Vallins,South Korea,Amazon,Female,21,Good but bit overpriced and not comfortable.
Samantha Barrett,China,Amazon,Male,25,Frivolous purchase of the week
Enoch Osman,Mexico,Microsoft,Female,23,Not a JBL earphone!!
Hadley Ingham,Colombia,Samsung,Male,30,Bass and fit could be better. Not as per expectations.
Anthony Zaoui,Pakistan,Apple,Female,19,Good product
Logan Norris,Ireland,Amazon,Male,30,Very poor bass..not expected from JBL!
Parker Goldsmith,Peru,LG,Male,18,Not worthy
Joy Nicolas,Germany,HP,Female,21,Choose other brand in this price
Bryon Robinson,Chile,Amazon,Female,22,Not worth it for 1.9 k
Aiden Yard,Canada,Microsoft,Female,19,Not value for money
Aleksandra Paterson,Singapore,Sony,Male,27,Do not take
Nathan Wilson,Chile,LG,Male,22,Lot of time to charge
Nicholas Harvey,Poland,Dell,Female,20,Not k
Zoe Goodman,Ireland,Dell,Male,29,Did not last more than 2 months
Paige Howard,Poland,Dell,Female,19,Faulty wire
Brad Rogan,New Zealand,Microsoft,Female,28,Worst product
Natalie Bell,New Zealand,LG,Male,27,Stopped working in just 1 month of purchase
Zara Poulton,Chile,Amazon,Female,21,Not Good
Louise Lunt,Ireland,LG,Male,28,Waste of money
Tom Brown,Vietnam,HP,Male,30,WORST PRODUCT PLEASE DONT BUY THIS.
Josh Whittle,Vietnam,Microsoft,Female,25,Don't buy
Marvin Johnson,Italy,HP,Female,23,waste of money
Juliet Bryant,South Africa,LG,Male,21,Frequently disconnects ....
Juliet Giles,Colombia,HP,Female,30,Worst at pairing
Russel Hudson,Norway,Microsoft,Female,25,Not value for money at all
Alison Nobbs,Pakistan,LG,Male,22,Just ok
Nathan Latham,Chile,Dell,Female,22,Very poor buds q
Chester Hunt,Mexico,Sony,Female,19,No quality check for renewed product by Amazon.
Emma Reese,United Kingdom,LG,Male,28,Don't buy right now as they can't be trusted
Maxwell Kaur,Poland,Amazon,Male,21,Very heavy
Christine Judd,Russian Federation,Sony,Male,19,Heavy cost
Manuel Jordan,Canada,Microsoft,Female,22,Cant use tempered glass with this cover
Denny Plant,Singapore,Amazon,Female,26,One of the best.... But very costly
Percy Hill,Pakistan,Amazon,Female,18,product not fit for purpose
Tony Curtis,Turkey,Dell,Female,21,Recieved wrong product
Carmen Clark,Germany,HP,Female,25,Pouch
Harry Warren,New Zealand,Sony,Male,23,Fitting Issue
Rocco Rosenbloom,Spain,Sony,Male,30,Amazon's support is good but product is totally different
Margot Garcia,Nigeria,Amazon,Female,19,over priced
Elise Booth,Italy,Samsung,Female,30,Very bad quality
Nate Adler,Singapore,Microsoft,Female,18,Average made in China
Josh Dillon,South Korea,Dell,Male,21,Poor quality
Michael Hancock,Germany,Samsung,Male,22,Improper dimension
Ron Graham,Vietnam,Sony,Male,19,Not a perfect fit.
Jennifer Wright,South Africa,Dell,Female,27,Bad products
Noah Utterson,Spain,Dell,Male,22,Mobile cover
Benny Hancock,Philippines,HP,Male,20,Hi
Diane Higgs,Poland,Apple,Female,29,Very bad
Emely Robinson,Australia,Amazon,Female,19,Ok
Marvin Dale,Austria,Microsoft,Female,28,Value for money with caution
Chester Lane,Australia,Apple,Female,27,Within one month one ear is not working
Jayden Moran,Philippines,Samsung,Female,21,Read it before you buy or else don't regret after buying
Domenic Edler,Sweden,Apple,Female,28,Edited (May'21)-Worked only for 4 months :( Original (Jan'21)-Awesome sound with perfect in-ear fit
Tyson Larkin,Austria,Amazon,Female,30,Bought 3. Only one continued to work after the return period.
Alex Brooks,Philippines,Dell,Male,25,Too much bass. but very poor mid and high frequencies
Leslie Ogilvy,United States,Amazon,Male,23,Over hyped product with Low Bass
Esmeralda Larsen,Austria,Dell,Female,21,Earphone making low pitch whistle sound continuously when using with laptop.
Ramon Waterson,South Africa,Sony,Male,30,Buy only if you want POOR after -sales service.
Jazmin Veale,Spain,Dell,Female,28,Fake
Oliver Lindop,United Kingdom,Sony,Female,25,Sony Brand not expected this type of product from You.
Nicholas Wood,India,LG,Male,19,Worked Only for 6 Months
Julius Sinclair,Australia,HP,Male,27,Internal damage within a month.
Daniel Lindsay,Australia,Microsoft,Male,18,It is not suitable for long term use.
Bethany Mccormick,Germany,Dell,Female,23,Not open ear
Carl Lyon,Nigeria,Amazon,Male,27,Damaged products
Lauren Reese,Sweden,Sony,Female,25,I will not recommend to purchase this. m ye feedback one year baad de rha hoon.
Nate Gardner,Spain,Dell,Female,23,Waaaaaaa no words to sound quality
Cassidy Whitehouse,Philippines,LG,Female,30,Not suggested
Winnie Khan,South Korea,Sony,Female,21,Good but not great.
Jasmine Upsdell,New Zealand,Microsoft,Male,28,Look for better options !!!
